NAME,COUNTRY,CITY,POSTALCODE,WEBSITE,CONTACT_NAME,POSITION
Berjaya Resorts Seychelles,Seychelles,Beau Vallon Beach,550,https://navigate.itb.com/company/Berjaya-Resorts-Seychelles--1004834,Wendy Tan,
Best Western Plus Belize Biltmore Plaza Hotel,Belize,Belize City,0,https://navigate.itb.com/company/Best-Western-Plus-Belize-Biltmore-Plaza-Hotel--1207968,Teodoro Tejada,General Manager
Best Western Plus Carapace Hotel Hua Hin,Thailand,Prachuapkhirikhan,77110,https://navigate.itb.com/company/Best-Western-Plus-Carapace-Hotel-Hua-Hin--1216288,Varaporn Lamai,Director of Sales and Marketing
BETUYAB A.Ş.,Türkiye,ANTALYA,07500,https://navigate.itb.com/company/BETUYAB-A-Ş--1100047,SINAN ISIK,
Beyond Resorts by Kata Group,Thailand,Phuket,83100,https://navigate.itb.com/company/Beyond-Resorts-by-Kata-Group--1204691,Paweena Sinkroh,Director of Sales-Leisure
B Hotel,Kyrgyzstan,Bishkek,720040,https://navigate.itb.com/company/B-Hotel--1216913,Saltanat Midin kyzy,General manager
Big Bay Cruise Group,Vietnam,Hanoi,100000,https://navigate.itb.com/company/Big-Bay-Cruise-Group--1207965,Luan Phuong,Director
Bintan Resorts,Singapore,Singapore,099254,https://navigate.itb.com/company/Bintan-Resorts--1005217,Joanna Lee,
BIO FARM GRAMSH SHPK,Albania,Gramsh,3301AL,https://navigate.itb.com/company/BIO-FARM-GRAMSH-SHPK--1216429,JULIAN SHYQYRIU,ADMINISTRATOR
Biweda Nguni Lodge & Tandweni Villa,South Africa,KwaZulu-Natal,3965,https://navigate.itb.com/company/Biweda-Nguni-Lodge-Tandweni-Villa--1208501,Danica Bartho,Owner
BLAU HOTELS,Spain,Palma,07006,https://navigate.itb.com/company/BLAU-HOTELS--1005391,Marga Alemany,Promotion
BLISS HOI AN BEACH RESORT & WELLNESS,Vietnam,Quang Nam,51250,https://navigate.itb.com/company/BLISS-HOI-AN-BEACH-RESORT-WELLNESS--1217085,Huyen Duong,Co-Founder
Bluebay Hotels Zanzibar,Tanzania,Zanzibar,3276,https://navigate.itb.com/company/Bluebay-Hotels-Zanzibar--1005487,MICHEL VAN DEN BUSSCHE,DIRECTOR OF SALES & MARKETING
Blue Lagoon Group Greece,Greece,Kos,85300,https://navigate.itb.com/company/Blue-Lagoon-Group-Greece--1005453,Maria Mastora,Sales Executive
Blue Lagoon Iceland,Iceland,Grindavik,241,https://navigate.itb.com/company/Blue-Lagoon-Iceland--1207096,Sindri Skarphéðinsson,Sales development manager
Blue Oceanic Beach Hotel (Pvt) Ltd,Sri Lanka,Colombo 02,00200,https://navigate.itb.com/company/Blue-Oceanic-Beach-Hotel-Pvt-Ltd--1215075,Zulaiha Mohideen,Personal Assistant
Bluewater Maribago Beach Resort,Philippines,Cebu,6015,https://navigate.itb.com/company/Bluewater-Maribago-Beach-Resort--1005545,Margarita Munsayac,Director of Marketing
Blu Hotels,Italy,San Felice del Benaco,25010,https://navigate.itb.com/company/Blu-Hotels--1005424,Giulia Franzoni,marketing dept.
Blu Tour Albania DMC,Albania,Tirana,1001AL,https://navigate.itb.com/company/Blu-Tour-Albania-DMC--1216419,Lorin Zhukri,Sales & Marketing Manager
Bohol Beach Club,Philippines,Bohol,6340,https://navigate.itb.com/company/Bohol-Beach-Club--1208092,Allan Santos,General Manager
BOLENTACO LIMITED/ Vhotels Group,Greece,Corfu,49081,https://navigate.itb.com/company/BOLENTACO-LIMITED/-Vhotels-Group--1216023,DIMITRIS KANTALIS,DIRECTOR SALES & MARKETING
Bonotel Exclusive Travel,United States of America,Las Vegas,89169,https://navigate.itb.com/company/Bonotel-Exclusive-Travel--1005684,Sarah Regan,
Bo Phut Resort & Spa,Thailand,"Koh Samui, Surat Thani",84320,https://navigate.itb.com/company/Bo-Phut-Resort-Spa--1005577,Thitiya NGAMCHOKPHIPHOP,Assistant Director of Sales & Marketing
Borealis Hotel Group,Netherlands,Amstelveen,1181 LE,https://navigate.itb.com/company/Borealis-Hotel-Group--1214307,Grixeny Ponson,Area Director of Sales
Borealis Hotel Group (Germany),Germany,Wiesbaden,65185,https://navigate.itb.com/company/Borealis-Hotel-Group-Germany--1215827,Florian Mueller,Director Business Development
Borei Angkor Resort and Spa,Cambodia,Siem Reap,17251,https://navigate.itb.com/company/Borei-Angkor-Resort-and-Spa--1205043,Monirath KHIM,Executive Vice President
Bosmal Arjaan by Rotana Sarajevo,Bosnia & Herzegovina,Sarajevo,71000,https://navigate.itb.com/company/Bosmal-Arjaan-by-Rotana-Sarajevo--1217117,Selver Corbo,Head of Sales & Marketing
BOTANIQ Collection,Hungary,Budapest,1026,https://navigate.itb.com/company/BOTANIQ-Collection--1217104,Kiss Zsuzsanna,Sales Manager
BOUGAINVILLEA GROUP OF LODGES,Tanzania,ARUSHA,0,https://navigate.itb.com/company/BOUGAINVILLEA-GROUP-OF-LODGES--1005826,REGINALD BAGHAYO,DIRECTOR
"Brahman Hills Gardens, Hotel & Spa",South Africa,Nottingham Road,3280,https://navigate.itb.com/company/Brahman-Hills-Gardens-Hotel-Spa--1216508,Onwaba Gonyora,Director
Brayka Resorts - Marsa Alam,Egypt,Marsa Alam,0,https://navigate.itb.com/company/Brayka-Resorts---Marsa-Alam--1206871,Akram Saad,Area Director of Sales & Marketing
Breezes Beach Club & Spa,Tanzania,Zanzibar,P.O.Box 1361,https://navigate.itb.com/company/Breezes-Beach-Club-Spa--1005976,Sujit Shah,Sales & Marketing
Brennia Kottefaru,Maldives,Male',0000,https://navigate.itb.com/company/Brennia-Kottefaru--1005990,Aminath Zaady,COO
BROWN HOTELS GREECE,Greece,ATHENS,10678,https://navigate.itb.com/company/BROWN-HOTELS-GREECE--1209353,TASOS ASKITOGLOU,Vice President Sales
BUBU RESORT SDN BHD,Malaysia,Kuala Lumpur,50400,https://navigate.itb.com/company/BUBU-RESORT-SDN-BHD--1215762,Cheah So On,
Bucuti & Tara Beach Resort,Aruba,Noord,0000,https://navigate.itb.com/company/Bucuti-Tara-Beach-Resort--1006130,Ewald Biemans,CEO
Bühlmann Hotels,Denmark,Copenhagen K,1069,https://navigate.itb.com/company/Bühlmann-Hotels--1214551,Helle Salling Røber,Head of Sales
BWH Hotels,United States of America,Phoenix,85016-2023,https://navigate.itb.com/company/BWH-Hotels--1006417,Betina Maage,Senior Manager
BY THE BLANKET,Malaysia,Georgetown,10050,https://navigate.itb.com/company/BY-THE-BLANKET--1216198,Ieja Hndun Salleh,
C.H.M. Concept Hotel Management Ltd.,Cyprus,Paphos,8026,https://navigate.itb.com/company/C-H-M--Concept-Hotel-Management-Ltd--1212916,Elias Touliaris,Sales Executive
Canareef Resort Maldives,Maldives,Male',0000,https://navigate.itb.com/company/Canareef-Resort-Maldives--1215948,Nabeel Hamid,AM - Sales & Marketing
Cape and Kantary Hotels,Thailand,Phuket,83000,https://navigate.itb.com/company/Cape-and-Kantary-Hotels--1215591,Poomiphat Navanukroh,Group Director - Travel Industry
Cape Dara Resort Pattaya,Thailand,Chonburi,20150,https://navigate.itb.com/company/Cape-Dara-Resort-Pattaya--1006758,Siratcha Chantharat,Director of Sales and Marketing
Cape Vulture Lodge | Camp Sabali,South Africa,Hoedspruit,1380,https://navigate.itb.com/company/Cape-Vulture-Lodge-|-Camp-Sabali--1006656,Ashley Lambert,Director
Capo Bay Hotel,Cyprus,AMMOCHOSTOS,5296,https://navigate.itb.com/company/Capo-Bay-Hotel--1006805,Kratinos Socratous,General Manager
CAP ST GEORGES HOTEL,Cyprus,Paphos,8570,https://navigate.itb.com/company/CAP-ST-GEORGES-HOTEL--1206992,PANAYIOTIS MARKOU,
Carlton Madagascar,Madagascar,Antananarivo,101,https://navigate.itb.com/company/Carlton-Madagascar--1204843,Aina Andriamiseza,Director of Sales and Marketing
CASA DA AMIEIRA,Portugal,Abrã - Alentejo,2025-012,https://navigate.itb.com/company/CASA-DA-AMIEIRA--1216897,Filipe Silva,
Castle Collection,Ireland,Dublin,D01 R640,https://navigate.itb.com/company/Castle-Collection--1205135,Muireann Kyeyune,Brand Manager
Catalonia Hotels & Resorts,Spain,Barcelona,08037,https://navigate.itb.com/company/Catalonia-Hotels-Resorts--1216929,Silvia Esquirol,
CAVALIERI ART HOTEL,Malta,St. Julians,STJ 3019,https://navigate.itb.com/company/CAVALIERI-ART-HOTEL--1007056,Mark Camilleri,General Manager
Caves Beach Resort Hurghada,Egypt,Hurghada,122224,https://navigate.itb.com/company/Caves-Beach-Resort-Hurghada--1210862,Maher Noshey,Director of Rooms & Sales/Marketing
CAVO MARIS BEACH HOTEL,Cyprus,AMMOCHOSTOS,5297,https://navigate.itb.com/company/CAVO-MARIS-BEACH-HOTEL--1007061,ANTONIS ANTONIOU,GENERAL MANAGER
CELES SAMUI,Thailand,Suratthani,84320,https://navigate.itb.com/company/CELES-SAMUI--1007120,Rattigorn Puengtham,Cluster Director of Sales
Centara Grand Island Resort & Spa,Maldives,Male',00,https://navigate.itb.com/company/Centara-Grand-Island-Resort-Spa--1207588,Francesco Pompilo,Cluster General Manager
Centara Hotels & Resorts,Thailand,Bangkok,10330,https://navigate.itb.com/company/Centara-Hotels-Resorts--1007156,Jurairat Mongkolwongsiri,Corporate Vice President -Sales
Centara Mirage Beach Resort Dubai,United Arab Emirates,Dubai,0000,https://navigate.itb.com/company/Centara-Mirage-Beach-Resort-Dubai--1007157,Nodir Kutliev,Director of Sales
Centara Mirage Lagoon Maldives,Maldives,Male',00,https://navigate.itb.com/company/Centara-Mirage-Lagoon-Maldives--1216732,Andrew Jansson,Cluster General Manager
Center Parcs Germany GmbH,Germany,Köln,50679,https://navigate.itb.com/company/Center-Parcs-Germany-GmbH--1007165,Kimberly Lam,Assistant to the Sales Director DACH DK
CGH Earth,India,"Cochin, Kerala",682003,https://navigate.itb.com/company/CGH-Earth--1110447,Sanjay Mechery,
"Chaba Cabana Beach Resort, Koh Samui",Thailand,Bangkok,10900,https://navigate.itb.com/company/Chaba-Cabana-Beach-Resort-Koh-Samui--1007332,Adisorn Suanarunsawat,Sales & Business Development Director
Chada Hotel Group,Thailand,Krabi,81000,https://navigate.itb.com/company/Chada-Hotel-Group--1215976,Felix Kaiblinger,Group General Manager
Chala Number 6 Hotel Chiang Mai,Thailand,Chiang Mai,50200,https://navigate.itb.com/company/Chala-Number-6-Hotel-Chiang-Mai--1217167,Thakanith Saksit,Personal Assistant & Sales
Chanalai Hotels and Resorts,Thailand,Phuket,83100,https://navigate.itb.com/company/Chanalai-Hotels-and-Resorts--1204719,Kusalin Singhatham,director of sales and marketing
Charmillion Hotels and Resorts,Egypt,Sharm El Sheikh,46619,https://navigate.itb.com/company/Charmillion-Hotels-and-Resorts--1007414,Heba Ragab,Marketing Manager
Chateau & Medieval resort Dětenice,Czechia,Praha 10,106 00,https://navigate.itb.com/company/Chateau-Medieval-resort-Dětenice--1215907,Dominika Ondráčková,
Château d’Urspelt ****S,Luxembourg,URSPELT,L-9774 URSPELT,https://navigate.itb.com/company/Château-d’Urspelt-****S--1216570,Shania Langer,SALES ASSITENT
Chatrium Hospitality,Thailand,Bangkok,10120,https://navigate.itb.com/company/Chatrium-Hospitality--1215621,Nawarat Takonsub,Corporate Director of Sales & Marketing
Chaweng Regent and Melati Beach Resort & Spa,Thailand,Suratthani,84320,https://navigate.itb.com/company/Chaweng-Regent-and-Melati-Beach-Resort-Spa--1007437,Chanunpat Thamsakulsiri,dos@chawengregent.com
Cheval Maison The Palm,United Arab Emirates,Dubai,P.O. Box 452769,https://navigate.itb.com/company/Cheval-Maison-The-Palm--1206755,Nadine Zinhobl,Director of Sales
Chi Samui Resort/ Code Samui,Thailand,Suratthani,84320,https://navigate.itb.com/company/Chi-Samui-Resort/-Code-Samui--1215593,Chananglak Chanaphia,CEO
"Cicada Resort Bali Ubud, Autograph Collection",Indonesia,"Gianyar, Bali",80561,https://navigate.itb.com/company/Cicada-Resort-Bali-Ubud-Autograph-Collection--1215078,Ni Nyoman Rekayanti,General Manager
Cinnamon Hotel Management Limited,Sri Lanka,Colombo 03,00300,https://navigate.itb.com/company/Cinnamon-Hotel-Management-Limited--1007666,Natasha Worthington,Senior Executive Sales
Cinnamon Hotels & Resorts,Maldives,Male',0000,https://navigate.itb.com/company/Cinnamon-Hotels-Resorts--1007668,Aneesha Iddawala,Commercial Director Maldives
Ciprotur Hotel Group,Portugal,Ponta Delgada,9500-208,https://navigate.itb.com/company/Ciprotur-Hotel-Group--1216869,Tiago Soares,
Citadines Pearl Hoi An,Vietnam,"Hoi An City, Quang Nam Provice",0,https://navigate.itb.com/company/Citadines-Pearl-Hoi-An--1216613,Ha Le,Director of Sales
CITRUSGRANDE PATTAYA HOTEL,Thailand,Chonburi,20150,https://navigate.itb.com/company/CITRUSGRANDE-PATTAYA-HOTEL--1215614,ANASTASIIA NIKULINA,DIRECTOR MARKETING
Citrus Leisure PLC,Sri Lanka,Colombo 08,00800,https://navigate.itb.com/company/Citrus-Leisure-PLC--1215040,Mani Sugathapala,Director - Sales & Marketing
CITY OF DREAMS MEDITERRANEAN,Cyprus,Limassol,3150,https://navigate.itb.com/company/CITY-OF-DREAMS-MEDITERRANEAN--1007748,Costandinos Christofi,"Senior Sales Manager, Leisure"
Civitel Hotels & Resorts,Greece,,15124,https://navigate.itb.com/company/Civitel-Hotels-Resorts--1007772,VASILIS NAKOS,Cluster Sales Manager
Classic Portfolio,South Africa,Franschhoek,7690,https://navigate.itb.com/company/Classic-Portfolio--1008155,Suzanne Bayly,Owner
Cleopatra Luxury Resorts,Egypt,Cairo,13114,https://navigate.itb.com/company/Cleopatra-Luxury-Resorts--1008189,Sarah Khaled,Sales & Marketing Manager
Clermont Hotel Group,United Kingdom,London,EC1V 8AJ,https://navigate.itb.com/company/Clermont-Hotel-Group--1008190,Louisa Fortune-Terrell,Key Account Director
Club & Hotel Letoonia,Türkiye,MUGLA,48300,https://navigate.itb.com/company/Club-Hotel-Letoonia--1008234,SEMA DINGIL,
Coastal Cottages of Pembrokeshire & Activity Wales Events,United Kingdom,Haverfordwest,SA61 2XG,https://navigate.itb.com/company/Coastal-Cottages-of-Pembrokeshire-Activity-Wales-Events--1215767,Lucy Hancock,Marketing
Coco Bodu Hithi,Maldives,Male',20079,https://navigate.itb.com/company/Coco-Bodu-Hithi--1008315,Fathimath Ifthinaan Riza,Sales & Marketing Coordinator
COLLECTIVE HOSPITALITY COMPANY LIMITED,Thailand,Nonthaburi,11120,https://navigate.itb.com/company/COLLECTIVE-HOSPITALITY-COMPANY-LIMITED--1215199,Tip-Arpa Sapanon,Cluster Director of Sales
Collini Hotels & Resorts,Italy,Milan,20148,https://navigate.itb.com/company/Collini-Hotels-Resorts--1214324,Roberto Andrea Frau,Head of Business Development
COLUMBIA BEACH RESORT,Cyprus,LIMASSOL,4607,https://navigate.itb.com/company/COLUMBIA-BEACH-RESORT--1008418,ANNIE KARAPATAKI,BUSINESS DEVELOPMENT MANAGER
Concorde Hotels and Resorts Egypt,Egypt,Cairo,Po.Box 5614,https://navigate.itb.com/company/Concorde-Hotels-and-Resorts-Egypt--1010048,Walaa Abdel Galil,Director of sales & Marketing
Condituz Hospitality GmbH - VIENNA HOTELS,Austria,Vienna,1010,https://navigate.itb.com/company/Condituz-Hospitality-GmbH---VIENNA-HOTELS--1214858,Stepanka Kanka Srncova,VP Business Development
The Anam Cam Ranh & The Anam Mui Ne,Vietnam,"Nha Trang, Khanh Hoa",650000,https://navigate.itb.com/company/The-Anam-Cam-Ranh-The-Anam-Mui-Ne--1204728,Thuy Linh Trinh,Group Director of Sales
Connaissance De Ceylan (Pvt) Ltd,Sri Lanka,Colombo 06,00600,https://navigate.itb.com/company/Connaissance-De-Ceylan-Pvt-Ltd--1010096,Subhashini Paul,Secretary to Chairman
Conrad Dubai,United Arab Emirates,Dubai,115143,https://navigate.itb.com/company/Conrad-Dubai--1206776,Mohamed Afifi,Assistant Director of Sales
CONSORZIO OPERATORI TURISTICI ISCHIA - ischiahotels.it,Italy,ISCHIA,80077,https://navigate.itb.com/company/CONSORZIO-OPERATORI-TURISTICI-ISCHIA---ischiahotels-it--1217051,Andrea Di Meglio,Vice President
Consorzio Pordenone Turismo,Italy,PORDENONE,33170,https://navigate.itb.com/company/Consorzio-Pordenone-Turismo--1010212,ELDDA MARCELA HERNANDEZ,Sales & Marketing
"Constance Hotels, Resorts & Golf",Germany,Eschborn,65760,https://navigate.itb.com/company/Constance-Hotels-Resorts-Golf--1010237,Heike Salzmann,Marketing Coordinator
Constantinou Bros Hotels,Cyprus,Paphos,8101,https://navigate.itb.com/company/Constantinou-Bros-Hotels--1203497,Jannis Ioannou,Manager
Cora Cora Maldives,Maldives,Male',20057,https://navigate.itb.com/company/Cora-Cora-Maldives--1010440,Vishen Mootoo,Commercial Director
Coral Beach Resort Sharjah,United Arab Emirates,Sharjah,1033,https://navigate.itb.com/company/Coral-Beach-Resort-Sharjah--1215493,Jan Siddiqi,Cluster Director of Sales
Coral Estate Luxury Resort,Curaçao,St. Marie,0,https://navigate.itb.com/company/Coral-Estate-Luxury-Resort--1010450,Zoran Ruttner,
CORNELIA HOTELS.GOLF.SPA,Türkiye,Belek-Serik /Antalya,07500,https://navigate.itb.com/company/CORNELIA-HOTELS-GOLF-SPA--1045163,Seren Erdogmus,Sales & Marketing Manager
Corniche Hotel Sharjah,United Arab Emirates,Sharjah,0000,https://navigate.itb.com/company/Corniche-Hotel-Sharjah--1216231,Nehal Rizvi,Cluster Director of Sales and Marketing
Cottages.com,United Kingdom,Suffolk,NR32 2LW,https://navigate.itb.com/company/Cottages-com--1010565,Ben Osmond,Third Party Connectivity Manager
Countryside Resort Iloranta,Finland,Hauho,14700,https://navigate.itb.com/company/Countryside-Resort-Iloranta--1215412,Samu Lescelius,CEO
Courtyard by Marriott Aruba Resort,Aruba,Noord,0000,https://navigate.itb.com/company/Courtyard-by-Marriott-Aruba-Resort--1215011,Milouska Briezen,Director of Sales and Marketing
Courtyard by Marriott Bali Nusa Dua Resort,Indonesia,Denpasar,80363,https://navigate.itb.com/company/Courtyard-by-Marriott-Bali-Nusa-Dua-Resort--1010584,Vanessa Chua,Director Sales and Marketing
"CPI Hotels, a.s.",Czechia,Praha 10,100 00,https://navigate.itb.com/company/CPI-Hotels-a-s--1209493,Vendula Pleskačová,
Crerar Hotels Group,United Kingdom,Edinburgh,EH6 7EZ,https://navigate.itb.com/company/Crerar-Hotels-Group--1215702,Louise Rattray,Groups Sales Manager
Cresta Grande Cape Town,South Africa,Cape Town,8001,https://navigate.itb.com/company/Cresta-Grande-Cape-Town--1217135,Jean-Pierre Moggee,General Manager
Cresta Mowana Safari Resort & Spa,Botswana,Kasane,0000,https://navigate.itb.com/company/Cresta-Mowana-Safari-Resort-Spa--1216951,Wame Masike,Sales Manager - Leisure
Creta Maris Resort - TUI Magic Life Candia Maris,Greece,Heraklion,71306,https://navigate.itb.com/company/Creta-Maris-Resort---TUI-Magic-Life-Candia-Maris--1207985,Marina Maniadi,Senior Sales Manager
"CROSSING LODGES, South Africa: Elephants & Zebras Crossing",South Africa,Modimolle,0510,https://navigate.itb.com/company/CROSSING-LODGES-South-Africa:-Elephants-Zebras-Crossing--1206524,Thijs Claassen,Managing Director
CROSSROADS Maldives,Maldives,Male',0000,https://navigate.itb.com/company/CROSSROADS-Maldives--1207577,Farish Moosa,Cluster Sales Manager
Crown & Champa Resorts,Maldives,Male',00,https://navigate.itb.com/company/Crown-Champa-Resorts--1194838,Ahmed Shaheen,Chief Commercial Leader
Crowne Plaza Dubai Marina,United Arab Emirates,Dubai,116888,https://navigate.itb.com/company/Crowne-Plaza-Dubai-Marina--1010752,Bernard Mehawech,Director of Sales & Marketing
CRYSTAL LODGES / CRYSTAL SAFARIS,Uganda,KAMPALA,256,https://navigate.itb.com/company/CRYSTAL-LODGES-/-CRYSTAL-SAFARIS--1208527,CHRISTINE MWINIKE,CEO
Cullinan Belek,Türkiye,Antalya,07525,https://navigate.itb.com/company/Cullinan-Belek--1100056,Tarik Egemen,
Curaçao Marriott Beach Resort,Curaçao,Willemstad,0,https://navigate.itb.com/company/Curaçao-Marriott-Beach-Resort--1010880,Hetty Groote,
Curaçao Tourist Board,Curaçao,Willemstad,0,https://navigate.itb.com/company/Curaçao-Tourist-Board--1010881,Anne Rösner,Trade Coordinator
CYPRUS AGROTOURISM COMPANY,Cyprus,Nicosia,2112,https://navigate.itb.com/company/CYPRUS-AGROTOURISM-COMPANY--1010937,Evie Panayiotou,
Danske Hoteller A/S,Denmark,Frederiksberg C,1850,https://navigate.itb.com/company/Danske-Hoteller-A/S--1216265,Jørgen Christensen,CCO/Commercial Director
Danubius Hotels Zrt.,Hungary,Budapest,1051,https://navigate.itb.com/company/Danubius-Hotels-Zrt--1174164,Nikolett Szentes,"Key Account Manager I Meetings, Events & Travel Trade"
Dara Samui Beach Resort,Thailand,Suratthani,84320,https://navigate.itb.com/company/Dara-Samui-Beach-Resort--1215831,Christian Kluding,Director of Sales & Marketing
Darius Tourism Group (Shahrzadbaal - Parsian Naghshe Jahan),Iran,Esfahan,8175676479,https://navigate.itb.com/company/Darius-Tourism-Group-Shahrzadbaal---Parsian-Naghshe-Jahan--1216249,Amirmasoud Lavafan,Chairman of the Board
db Hotels & Resorts,Malta,Qawra,SPB 1902,https://navigate.itb.com/company/db-Hotels-Resorts--1011236,John Messina,Director of Sales
Decameron All Inclusive Hotels & Resorts.,Colombia,Bogotá,0,https://navigate.itb.com/company/Decameron-All-Inclusive-Hotels-Resorts--1011337,GUILLERMO JOSE ORTEGA CARVAJAL,
Deevana Plaza Krabi Aonang,Thailand,Krabi,81180,https://navigate.itb.com/company/Deevana-Plaza-Krabi-Aonang--1011364,PATTAMA SUEBSAI,Assistant Director of Sales & Marketing
Deevana Plaza Phuket Patong,Thailand,Phuket,83150,https://navigate.itb.com/company/Deevana-Plaza-Phuket-Patong--1215590,Kittisak Sae-Ngo,Cluster Director of Sales
